,id,data,message_order,label
1296,5GSHEF,hi,5,greeting
1297,RO1WVH,how r u,3,greeting
1298,89RC51,in which place,5,dontMeetRequirements
1299,IKZMAC,hi,3,greeting
1300,L6U8FL,hi,5,notInterested
1301,TEKXZF,job address location mumbai pune,0,notInterested
1302,4AIT4Q,hi,5,whoAreYou
1303,LFRUV9,ok tq,1,greeting
1304,OOUXDZ,ok,2,greeting
1305,0MJ11H,ok,3,notInterested
1306,HDUAYN,kidar apko milna hi,4,notInterested
1307,Q8W3KR,merai pass bike nayi hai,4,whoAreYou
1308,2TBMES,not both,0,notInterested
1309,KJAYWQ,hello,1,greeting
1310,FEZ7HC,hello,1,whoAreYou
1311,6FUDO4,hi,3,whoAreYou
1312,5N1PIQ,how r u,5,greeting
1313,8VGRFQ,wokey,3,greeting
1314,J844OH,wish,2,greeting
1315,GVOU17,hello,0,whoAreYou
1316,558034,ok,0,greeting
1317,NSP1K9,kk,0,notInterested
1318,0UEJSS,sry,4,greeting
1319,RJNLY5,sir u r place bangalore,2,greeting
1320,DD659B,hi sir,4,greeting
1321,VIKEHJ,ok,5,whoAreYou
1322,79BF40,ok,1,greeting
1323,Y7365G,hi,2,whoAreYou
1324,KZMVCM,hi,1,greeting
1325,M9NCE2,yeah,0,whoAreYou
1326,4FLHEM,hi,2,whoAreYou
1327,WXGVI4,kkk,0,dontMeetRequirements
1328,LNUI4U,lening license,4,greeting
1329,CN6P4L,good morning,2,notInterested
1330,FL9D23,hey,5,greeting
1331,F17ZYY,ok,5,notInterested
1332,CW282B,marathi,3,greeting
1333,RXVCEQ,okk,1,notInterested
1334,1NTVZJ,delivering location chamrajpet hanumantha nagar srinagar,4,whoAreYou
1335,GKAYKW,hii,2,greeting
1336,I77DFN,ur location,2,dontMeetRequirements
1337,LMMZOJ,where it is,0,notInterested
1338,ENCFMY,i dont have bike,0,greeting
1339,3TTNA5,ok,5,notInterested
1340,WWYUHK,learning is dhare,1,dontMeetRequirements
1341,HX6QXU,i can not write,5,whoAreYou
1342,DH6XOD,ohk,4,location
1343,K9L2A3,ll,2,greeting
1344,WXSCUO,i have a no bike sir,2,greeting
1345,895JA8,hiii,1,whoAreYou
1346,VPQ0GM,hi,0,whoAreYou
1347,UGZO97,hi,5,whoAreYou
1348,06R0XI,hi,4,whoAreYou
1349,V9IL7J,yas,0,whoAreYou
1350,MMN7P5,where the place,1,whoAreYou
1351,YN2D10,sir,3,notInterested
1352,COBCDL,bike nhi hai mere pass,2,notInterested
1353,478QTE,hiii,5,greeting
1354,YP3W2G,hi,5,notInterested
1355,MY6FWO,1yes but present learning licence i am having,1,whoAreYou
1356,4K6RXR,hello,5,greeting
1357,1R2IPY,hiii innappndra,1,greeting
1358,W1AE3I,hi,4,notInterested
1359,KEFE0P,hi,1,dontMeetRequirements
1360,NP0EOJ,but i wont have dl,3,whoAreYou
1361,RZ4ZFZ,mere pass bike nahi hai,2,whoAreYou
1362,3ZCLB3,nahi,4,greeting
1363,R1VHRX,hi,0,notInterested
1364,S74XN6,i dnt hav a bike,0,whoAreYou
1365,3HBNB9,which place,5,whoAreYou
1366,4VH9C4,hi,3,whoAreYou
1367,J01QQ8,hi3,3,location
1368,47QSQU,jai shree ram,4,greeting
1369,P9IFVW,ok,3,notInterested
1370,I2IX1I,ok,2,greeting
1371,9BPZX4,hi hi hi,3,greeting
1372,1FHH3G,hi,4,whoAreYou
1373,AT0QDV,were it is,4,greeting
1374,TYOIL1,ok,5,whoAreYou
1375,6LVRNV,hi,2,whoAreYou
1376,18NOXK,but i am student for fybcom i have no licence,3,greeting
1377,RC36KR,stop,0,notInterested
1378,FG3AD0,ok,4,greeting
1379,YDGVDZ,llr,1,notInterested
1380,UD66D0,ook,2,notInterested
1381,60BWU7,hi,5,notInterested
1382,QVFONY,i have only llr license,0,greeting
1383,F520FD,ok sure,5,location
1384,M2V3MY,ha,3,location
1385,TH12ET,good morning sir,4,whoAreYou
1386,ZR4LPT,sry i dnt hav an bike,1,whoAreYou
1387,A4L2RQ,hi,4,greeting
1388,H8JDDA,hi,1,greeting
1389,NUM69D,acha,4,whoAreYou
1390,S95CD9,i have ll,5,notInterested
1391,DUXJTY,both are too far i cant,3,notInterested
1392,HE3CNK,wear your office bro,2,dontMeetRequirements
1393,3RSTL8,hiii,4,notInterested
1394,6E05NH,ll is ther,5,whoAreYou
1395,5ZTPOG,kaha par has job,1,greeting
1396,125VTF,hi hi,0,whoAreYou
1397,1W1QG5,ok,5,notInterested
1398,3G2THN,hi r,1,greeting
1399,M37VXW,okay,4,notInterested
1400,CTYKF2,ok,4,location
1401,SCODG1,ok,3,notInterested
1402,RCK7RW,i have llr next week lo licence vasthadi,2,whoAreYou
1403,59C1L2,morning,5,whoAreYou
1404,VYVZZX,which location,1,whoAreYou
1405,WFIOJ9,ur ofice adress,2,greeting
1406,BQDNN3,sorry,1,location
1407,OYWTWP,no,1,whoAreYou
1408,UNBFR7,ok,3,notInterested
1409,P4OPF0,i have no bike,2,greeting
1410,VI3CTF,thankuuu,4,location
1411,MP6N06,sir,1,dontMeetRequirements
1412,OHD91N,no,2,notInterested
1413,A9TLL4,hi,2,notInterested
1414,0OAKKF,i dont have licience,4,dontMeetRequirements
1415,U46291,no thanks,1,whoAreYou
1416,PS9NBB,hi,1,notInterested
1417,S4JHKR,ok,0,greeting
1418,KYZWMM,thank you sir but i dont have a bike,5,whoAreYou
1419,MIRO8C,where is my location,3,notInterested
1420,SK816L,were,4,notInterested
1421,TJ39V4,no,4,notInterested
1422,6O64I5,ok,4,dontMeetRequirements
1423,Z55STC,hello sir,0,whoAreYou
1424,PN0CRH,jus i have llr,1,notInterested
1425,XAF4BD,ok,0,notInterested
1426,PQ130E,ok,3,greeting
1427,NGTHRI,interview kaha deni hogi,2,dontMeetRequirements
1428,4KZQ0Y,but sir mere pass baik nahi hai kya aap meri helf kar sakate hai,5,whoAreYou
1429,15UFCJ,ok,1,whoAreYou
1430,JJUVZD,ok,5,notInterested
1431,W3LA22,hi,5,greeting
1432,WRJ8Q8,which place,3,location
1433,E6LVPV,ok,3,whoAreYou
1434,RKQX07,byke is next month cmng,3,greeting
1435,FOUG4I,where is your office,4,dontMeetRequirements
1436,F2XJYC,hii,3,whoAreYou
1437,1RH549,ok,3,whoAreYou
1438,U5V6ND,learning licence,5,greeting
1439,8UTUZ1,okay,3,whoAreYou
1440,EKQTM4,good morning sir madam,2,greeting
1441,OE7SNF,how r u,1,whoAreYou
1442,ZCO9UA,par mere pass paise nahi he,3,greeting
1443,I0ISDR,hiii,3,whoAreYou
1444,76YNKO,k,4,whoAreYou
1445,8SY3KF,hiii,3,notInterested
1446,25ZYYK,nahi he,5,dontMeetRequirements
1447,ZM4ZLD,no,0,greeting
1448,UFXTB4,sir,4,greeting
1449,C1OPQ7,hi,1,greeting
1450,38QAZJ,ur location,5,whoAreYou
1451,G88MTS,k,1,notInterested
1452,R8HCBH,ok,3,notInterested
1453,BX5G1V,where job,0,greeting
1454,W196LI,photo,5,dontMeetRequirements
1455,V1COVM,hello,2,notInterested
1456,IBYHYC,hi i m not looking for,4,notInterested
1457,EXN27S,hiii,3,dontMeetRequirements
1458,6AXZ5Q,kk,4,notInterested
1459,H973BM,its in banagaluru right,5,greeting
1460,IPCGS7,where is the office,0,greeting
1461,UE1L7K,sry mam in fathers business,0,whoAreYou
1462,S7GCMJ,k,5,whoAreYou
1463,EUAN4X,i dnt think so,0,whoAreYou
1464,WQH1Z9,hii,1,whoAreYou
1465,H75M02,hello,1,location
1466,RTICPJ,ok,0,greeting
1467,D0S77P,not interested thank you,5,greeting
1468,BXHB25,ok,1,greeting
1469,TNGMNZ,kahhpe hy job amrvati,3,whoAreYou
1470,U87K5V,wr is it,3,whoAreYou
1471,VHK9ON,ok,4,greeting
1472,19B8WE,learning license,1,notInterested
1473,G3YNHD,ok,2,location
1474,4WSDNA,hello sir,1,greeting
1475,OV675H,sir i am intrasted bat i have not a baik license is avalebal,5,whoAreYou
1476,XSN5A5,ok,2,dontMeetRequirements
1477,P6MAX4,ok,3,whoAreYou
1478,GE430Y,no,4,whoAreYou
1479,DFR56M,im back were is your address plz tell me,1,notInterested
1480,XXYTRP,hi,2,greeting
1481,1Z2HWA,good morning,4,greeting
1482,9WTA9Y,i have ll,3,whoAreYou
1483,S2AXEY,okkky,4,notInterested
1484,9E4XGW,gd evng,2,whoAreYou
1485,I6U5ZU,hi,4,dontMeetRequirements
1486,UIUDTO,no,0,notInterested
1487,5VOIJP,ok,1,notInterested
1488,UWTSFR,okay,5,greeting
1489,HQF1HR,ok,4,greeting
1490,X45M7H,ok,4,greeting
1491,EO1LKF,hi,1,greeting
1492,MIFRVU,were is the place,5,greeting
1493,CLLF6X,hai,5,location
1494,U3GQID,hi,1,greeting
1495,K11O4A,this is for where sir,2,greeting
1496,PI9IHL,i want to work bit no bike,4,notInterested
1497,KHS8KE,muze bike chalani nhi ati,2,notInterested
1498,0HPBOD,prasent learning,4,whoAreYou
1499,9F8KOD,hii,2,greeting
1500,D86AJB,hello,5,whoAreYou
1501,OSZN6B,hi thanks for your message,4,whoAreYou
1502,5L9I6Q,hii,0,greeting
1503,7RJSVI,may i know the location,0,notInterested
1504,F7FYP8,hi,5,greeting
1505,E2TWWS,ok,4,greeting
1506,VBVDEM,jai raam ki,2,dontMeetRequirements
1507,7IR3UF,aur area konsa,1,greeting
1508,0F4R9V,hlo,2,dontMeetRequirements
1509,X77W2O,hello,5,whoAreYou
1510,824QE4,send me kurla office address,0,notInterested
1511,AGAHAL,hi,5,whoAreYou
1512,SJZI46,hi,0,whoAreYou
1513,YYYAYR,ok,0,notInterested
1514,KDYOXZ,mere pass bike nhi hai,3,greeting
1515,HE8CGB,good morning,4,greeting
1516,LQIS1P,hello,5,greeting
1517,5J64PX,rajajinagar,0,notInterested
1518,0OWKV0,ok,0,notInterested
1519,JSGYP6,good morning,0,whoAreYou
1520,QOED04,actually having learners licenceneed to apply for a drive test,3,notInterested
1521,NLWFRW,hello,3,notInterested
1522,1D547R,i know your a software,5,greeting
1523,EK927B,good morning sir,0,notInterested
1524,OIR7QX,ok,2,notInterested
1525,CO8TAM,hi,2,whoAreYou
1526,T9J4NM,were am doing job,5,greeting
1527,QGGNUF,k,5,whoAreYou
1528,NPXIS6,hi,3,notInterested
1529,T0MXD5,cant you understand what i said,3,greeting
1530,TTP2CO,ok,5,greeting
1531,XRLTV1,hello,4,notInterested
1532,TJ88P0,llr,0,whoAreYou
1533,I1H9OC,ok sir,2,whoAreYou
1534,9GLKIF,ok,0,notInterested
1535,PNGQ38,sorry,4,location
1536,PV3JBJ,hi,3,whoAreYou
1537,JHQRPB,kk,1,notInterested
1538,JZXI9Q,no other office,5,greeting
1539,RFRN64,give me address,3,whoAreYou
1540,OPWRI7,gn,2,whoAreYou
1541,QZSNWW,dont message it,1,dontMeetRequirements
1542,J75X5G,iam not interested in swiggy,5,whoAreYou
1543,3NVYJK,but my license is yet to come its gone na work,4,greeting
1544,H45JGK,thanks,1,greeting
1545,55P639,hlo,2,notInterested
1546,CX58AJ,nahi,2,whoAreYou
1547,FSC297,ok,4,greeting
1548,OI3I5Y,tq for your response,1,notInterested
1549,O450R4,i have learning licence l vill get my license in 15 days,2,greeting
1550,CX2PE3,ok,5,notInterested
1551,ALPHP7,कट ह,3,dontMeetRequirements
1552,N3LG7T,i am not interested,3,greeting
1553,IQM0QR,hii,2,whoAreYou
1554,9P1FNL,location,4,whoAreYou
1555,BYHDQU,ha okl,5,dontMeetRequirements
1556,JOJ8F9,if we dont have driving licence,2,greeting
1557,8KG50X,anna deposit mado astu amount illa dayavittu nam bitbdi,2,notInterested
1558,4MP2P8,job konsa state may hey,4,notInterested
1559,LURWFU,ok,4,greeting
1560,GR6N9V,hi,1,location
1561,U359T8,hru,2,notInterested
1562,AW9623,no le lo,1,whoAreYou
1563,W8YQNR,thnx to inform me,4,notInterested
1564,0HC827,hi thank you for your sms,1,whoAreYou
1565,A4KQLM,hi,2,whoAreYou
1566,1P6IAB,which area,4,greeting
1567,UI602D,work location,4,whoAreYou
1568,UPDFRN,location sir,5,notInterested
1569,K8DEEZ,okk,3,whoAreYou
1570,86AD2F,ok thank you,5,location
1571,Y3DQS3,location,1,whoAreYou
1572,YAN25P,hi gm,4,greeting
1573,J77AVL,hi,1,greeting
1574,BCXRNS,mere pass bike nahi hai,2,whoAreYou
1575,2P275B,hi,0,notInterested
1576,310PQ3,hi,0,notInterested
1577,4KKZ5W,how are you,0,greeting
1578,0S59LJ,job location,4,notInterested
1579,21Z3H2,hai,4,dontMeetRequirements
1580,00JWU7,thank you for,1,greeting
1581,PGQMW4,i have no bike,2,notInterested
1582,7U1ACE,hi,4,location
1583,BH3HOT,sir,3,notInterested
1584,WDRC9D,ok,2,greeting
1585,V4HBEQ,hi,1,greeting
1586,UBWJH6,k,3,whoAreYou
1587,117U0C,hiis there any vacancy in dilsuknagarpart time,2,greeting
1588,4UHGMY,hi,1,greeting
1589,FEVMZO,how are you,0,dontMeetRequirements
1590,BUB1UM,learning,2,notInterested
1591,2KFE74,your office where in india,4,whoAreYou
1592,HG1948,learner licence,4,dontMeetRequirements
1593,DQSOCO,sir mai delivery ka kaam nhi kar sakta,3,greeting
1594,YUBP3S,which is nearest to yelahanka,4,location
1595,Z1MDYC,but no bike no licence,4,greeting
1596,VUF1NU,receipt hai learning,5,greeting
1597,9DGD27,sorry i dnt have,3,whoAreYou
1598,IQN02J,hi sir,0,whoAreYou
1599,VXRU9K,meanae thoo naa lagta madam,5,whoAreYou
1600,MSWPRP,i dont have lisence i have only kearning license,1,notInterested
1601,MJGO8M,learning licence,5,greeting
1602,5RY1Q9,hai,5,notInterested
1603,5SRH89,applications fee nai bhr skte,5,location
1604,5FE2S0,hii,4,dontMeetRequirements
1605,6ILTPZ,hello,0,notInterested
1606,RJP3VJ,hi,1,whoAreYou
1607,TDN2DG,helo,0,greeting
1608,J5JK3I,but mere pass bike nahi hai,4,notInterested
1609,H7Z189,hi,5,whoAreYou
1610,QILVUO,okk mam,5,notInterested
1611,EELO82,haii,1,greeting
1612,ZA6147,hi sirmadem,0,whoAreYou
1613,KMREF9,hii,0,greeting
1614,J2BGNB,ok,0,whoAreYou
1615,2D3VE2,tanks,2,greeting
1616,M2JD8T,hi,5,whoAreYou
1617,EV4FMW,ok,0,whoAreYou
1618,1IV8BS,hi friend,0,location
1619,11CWDO,sorry me biji u,5,greeting
1620,MO79JO,but i have no bike,4,notInterested
1621,X6P9MD,learning,5,whoAreYou
1622,INDZM2,sir,2,whoAreYou
1623,A3R1ZW,naku bike lisense ledhu bro,2,whoAreYou
1624,HRM3PX,sir dl no sir,2,greeting
1625,Q6O4ZY,hiii,5,whoAreYou
1626,E1HR6M,k thank u,0,notInterested
1627,FKSHEM,नमसकर,0,whoAreYou
1628,DDB319,please stay 1000 miles away from me ok,5,greeting
1629,8S7ILQ,ok,0,notInterested
1630,ONI2HG,hiii,1,greeting
1631,D2L1Q5,ok,5,greeting
1632,HFXRNN,hi,3,greeting
1633,JHC6KP,hai sir,1,whoAreYou
1634,IBOPQZ,ok,4,notInterested
1635,LOKI9L,hi,3,whoAreYou
1636,R7ZLXP,shut up,5,notInterested
1637,TRGO9C,hello,5,dontMeetRequirements
1638,MZVG22,hello,4,location
1639,BFHL5L,ok,1,whoAreYou
1640,2URK5R,ok,1,notInterested
1641,TLKO9W,ok,1,location
1642,W3WJJP,dont have bike,4,whoAreYou
1643,26W4YB,llr apply,1,whoAreYou
1644,504A87,i have two wheeler,1,notInterested
1645,F2TL4M,hellooo,4,location
1646,IKEG2C,ok,1,greeting
1647,7SIAI8,16 yrs old,5,greeting
1648,RRZH2E,ok,5,location
1649,FNQH9B,kkk,1,greeting
1650,MCP82B,hi,0,whoAreYou
1651,W4HS4E,no its too far,4,notInterested
1652,9D43HQ,good morning and have a blessed day,3,dontMeetRequirements
1653,K8FV7Q,wher is located,5,dontMeetRequirements
1654,NUCCYI,hlo,1,notInterested
1655,TCUMVK,okkk,1,whoAreYou
1656,3CW8Z2,hi,0,whoAreYou
1657,QFGVEJ,bhai,5,notInterested
1658,936ZBZ,i have licence only,3,notInterested
1659,SYPSVX,hi,1,whoAreYou
1660,LTRC8R,thanks sir,4,notInterested
1661,R7I6QR,ok,1,notInterested
1662,4IVPPG,hello,4,whoAreYou
1663,1KHSFI,okay,3,whoAreYou
1664,F75I6F,kk,3,greeting
1665,ES8RPX,ok,5,greeting
1666,6Z0L4B,learning license,1,whoAreYou
1667,P84DHC,hii,5,greeting
1668,JQKJCR,nhi chaiya,2,notInterested
1669,9X8L99,sry i cant come to ur place becoz it is from my place,1,greeting
1670,FIO1JL,ledu,1,notInterested
1671,3U6JVF,ok,3,whoAreYou
1672,UGV83J,where,5,greeting
1673,8QRQAB,only ll now,3,greeting
1674,J2DWTS,hai computer,4,notInterested
1675,SH4JK9,ok,0,greeting
1676,FOVBQ8,mere pass bike nhi hai,4,dontMeetRequirements
1677,0PB2TO,ok good night computer tomorrow ok bye bye,1,greeting
1678,SQEHD9,ok,1,whoAreYou
1679,N79ZBB,ok,4,whoAreYou
1680,3PMWYL,kk,0,whoAreYou
1681,GD5JEY,ok,2,dontMeetRequirements
1682,N3KE3Y,sir but licence nahi hai,3,greeting
1683,QENOU2,hello,0,whoAreYou
1684,PB0LNI,no,3,whoAreYou
1685,AB2MWD,ok,1,whoAreYou
1686,APU6K0,ok,3,location
1687,P5U8BR,hi,2,whoAreYou
1688,FSICSG,location ekkda,3,whoAreYou
1689,W8EH67,hello sir,0,notInterested
1690,JJX57F,kis jagah jab milega,2,greeting
1691,T0GHYQ,ok,4,notInterested
1692,0JBBP1,which city,3,greeting
1693,FZK3U1,hii,5,whoAreYou
1694,5P3WDR,hi,1,greeting
1695,QLL37P,hi,4,whoAreYou
1696,LBVUC7,hai,1,notInterested
1697,AI8P2U,sorry by mistake i type for delivery jobs,2,notInterested
1698,WUQ3S6,no,0,whoAreYou
1699,Q1P6KR,where is kasthuri nagar,0,whoAreYou
1700,Z8SW18,bhai,4,dontMeetRequirements
1701,XV7RXO,hi,2,notInterested
1702,85P910,ok,5,notInterested
1703,7MM5BI,hi,2,greeting
1704,94RZHO,hello,2,greeting
1705,R0CTRI,hii,1,greeting
1706,RTN7XY,ok,0,whoAreYou
1707,6F9UJ8,hello,2,greeting
1708,2GJTID,kya location h,5,whoAreYou
1709,1W10IN,ohk,4,whoAreYou
1710,Q3PQ76,good morning,2,greeting
1711,IOYH8U,ok,0,whoAreYou
1712,7OH4DV,i wont give u money,4,greeting
1713,RZRIRY,hii,1,greeting
1714,TI79FX,thanks sir,4,whoAreYou
1715,0BBXYF,time to batao,4,whoAreYou
1716,4V8AFG,area,0,location
1717,Z46ER3,hai,0,dontMeetRequirements
1718,AESDQ6,hii,4,whoAreYou
1719,0BT3SE,k,1,whoAreYou
1720,LE5LR6,gd morning,0,greeting
1721,TA46Z1,hi,1,whoAreYou
1722,7H4YG4,ok,5,whoAreYou
1723,3PZCH7,i dnt hv bike,4,whoAreYou
1724,6HE19X,ok,3,whoAreYou
1725,7V6ZDM,were,2,greeting
1726,J69UA7,kk,4,notInterested
1727,L9LUQ5,ledu,1,notInterested
1728,Q12FRA,ll,5,notInterested
1729,4CVER8,hi,1,greeting
1730,KR227S,kk,2,notInterested
1731,KW5F9G,i have lerner licennce alredy apply for dl soon it ll be dispatch,0,whoAreYou
1732,JUHXD8,location,2,greeting
1733,3T3G9D,nai kar naa hai,4,notInterested
1734,SMW7FU,hlo,2,whoAreYou
1735,HBGHB8,hii,4,whoAreYou
1736,9M79TY,hi,3,dontMeetRequirements
1737,BPJR7R,i dnt have a smart phone i have only learing licence,3,whoAreYou
1738,C6GITD,not interset,0,greeting
1739,Q5398P,dont send messages,3,greeting
1740,E1PLT8,no tks,3,dontMeetRequirements
1741,800DKL,hiii,2,greeting
1742,4N2CRG,were is ur office,5,whoAreYou
1743,VCNTOH,hi,3,whoAreYou
1744,V5OSN1,hi thanks for considering my cv,3,whoAreYou
1745,80SE2N,i no message,5,dontMeetRequirements
1746,J50QAA,hello sir,0,whoAreYou
1747,9Z5ZWB,hi,2,greeting
1748,2AZJWB,kk,0,whoAreYou
1749,EGUD9E,ok,2,notInterested
1750,P7AHQM,hi,2,notInterested
1751,ZZLQHT,nooo,2,whoAreYou
1752,917L7M,no,4,whoAreYou
1753,CB77MR,helli,1,greeting
1754,4ZP32Y,sorry bye dont disturb,0,greeting
1755,XJ03Y8,what areas bro,5,whoAreYou
1756,440YF1,hi,5,whoAreYou
1757,DL9GXF,hi sir and madam,3,whoAreYou
1758,JVRMEO,sir your mine office were,2,whoAreYou
1759,M8KK2U,which location is the job i will be working,1,greeting
1760,3P4V9I,kk,4,greeting
1761,QIBNFI,hello,0,whoAreYou
1762,0RVB4Q,ok,5,notInterested
1763,ELMYDI,hi,5,greeting
1764,IM25C1,so why did u msg me,1,greeting
1765,MMGDLN,hai,2,location
1766,I59KVN,hi,4,whoAreYou
1767,0903V4,ok sir,3,notInterested
1768,TR4O65,2ella,4,notInterested
1769,6SGQ89,which location,4,notInterested
1770,6TCWE2,ok,3,greeting
1771,LDNX6C,i need job i have learning license i am possible this job,4,greeting
1772,HPAET0,okay,0,greeting
1773,RK7OC5,not insert,2,location
1774,EYX46I,ok,4,whoAreYou
1775,LXMKUE,ledu,3,notInterested
1776,KQ578D,i got a new bike but rc card innu bandilla,3,whoAreYou
1777,HW1HOR,thank you,4,dontMeetRequirements
1778,7RR3M9,ledhu,0,whoAreYou
1779,9IXFJQ,hii,5,whoAreYou
1780,RTVV5I,srryy,3,whoAreYou
1781,G1DSIC,aitu iru guru,5,greeting
1782,JFR89C,ok,1,greeting
1783,XCYGKZ,hlo,0,whoAreYou
1784,74SIRS,ye office kahan h,5,greeting
1785,52GEW1,hi,4,greeting
1786,HJFBYP,ll,5,whoAreYou
1787,AQDCYJ,which location,5,greeting
1788,RSCP5L,sry,3,greeting
1789,BM3TLW,kk,0,location
1790,W718QE,hey,0,greeting
1791,8Y1W83,stupid,5,whoAreYou
1792,W5QBCO,hi sir im suchindra,4,location
1793,VEOSVE,hi,2,greeting
1794,883H09,ok,0,greeting
1795,O4H216,hello,0,greeting
1796,49VTA7,ok,2,location
1797,B0IE4H,sorry no bike,5,whoAreYou
1798,8DC77D,hi,2,greeting
1799,S1J8GQ,hello,1,greeting
1800,6CZUO7,not interested in delivery jobs,2,greeting
1801,W066CD,no sorry computer,0,whoAreYou
1802,C0PYT6,ok,4,location
1803,ESSVEF,24,3,whoAreYou
1804,IYQA8D,helloo,3,notInterested
1805,SI8VLB,ok,3,greeting
1806,ZXO02B,hey,3,greeting
1807,58KK6L,ok,0,whoAreYou
1808,3NX0FU,hey,0,dontMeetRequirements
1809,WKJ4LZ,but sir me paise nhi pay karunga,4,greeting
1810,24ACRP,i have learning license,5,location
1811,E5NQXV,hi,1,greeting
1812,LG068R,hiii,3,dontMeetRequirements
1813,U67Y2Y,hi,0,whoAreYou
1814,QQUC9W,ok,3,notInterested
1815,ZS0P43,good morning,1,dontMeetRequirements
1816,02OPPR,good nyt,0,notInterested
1817,UVPQW8,licences bhi nahi hai,4,notInterested
1818,IGG8IN,learning,4,notInterested
1819,3MQCW6,location package,4,whoAreYou
1820,Q97HXL,where is koramangala,0,whoAreYou
1821,4P39K1,hiii,0,whoAreYou
1822,AX3Z80,ok,0,greeting
1823,NZ0IMY,okay,1,greeting
1824,7VIRCL,hii,0,whoAreYou
1825,WDI3UX,ok,0,whoAreYou
1826,QYGBXK,i have llr,1,greeting
1827,8HD23X,i like to kasturi nagar but on saturday im on amazon job,4,greeting
1828,JR0Q85,ok,3,whoAreYou
1829,Z82NGE,hi,2,notInterested
1830,5D6A1K,ok,0,greeting
1831,Y4M9JV,i have no bike,4,whoAreYou
1832,Y012MS,kha ana hoga,5,notInterested
1833,FN35PF,hello,5,whoAreYou
1834,1HXI2U,learning licence,0,greeting
1835,XVXEDD,hi,4,greeting
1836,ERJL2M,k but my work location,1,greeting
1837,KAHXDN,ok,3,whoAreYou
1838,CBMJ8Y,good night,0,notInterested
1839,Z9V5MB,ok,3,notInterested
1840,SKQJWY,hi unnati,0,greeting
1841,WCFY8R,ok,5,greeting
1842,X9CVNM,thank you for your valuable time sir,5,dontMeetRequirements
1843,M0EGOL,jayanagar,0,whoAreYou
1844,9UMMAT,which area,3,whoAreYou
1845,2Q1I3A,ok ok thn,3,whoAreYou
1846,8QWDOE,hi,5,whoAreYou
1847,ZHY9TC,driveing license leadu,4,notInterested
1848,9BKLED,but i had no bike sir,1,whoAreYou
1849,9TJKJD,hi,3,whoAreYou
1850,ZFEHBI,abhi to nahi,2,greeting
1851,ZJHAY0,hi,4,notInterested
1852,GRB1HY,hi,2,whoAreYou
1853,31FHRD,did job isz in bnglr,3,whoAreYou
1854,OVRBFY,ok,4,whoAreYou
1855,49JU9Y,thanks for informing me,5,whoAreYou
1856,LNMUK3,helo,4,notInterested
1857,4BNG3Z,gud mrng,5,dontMeetRequirements
1858,PR0DLI,nonsense,3,notInterested
1859,6QWVCA,ledu maa brother di undi,4,greeting
1860,T6LKPT,i have no bike,4,greeting
1861,MNA87X,ok tell me,3,greeting
1862,V9ENRZ,so,5,whoAreYou
1863,SNBWZL,hi,1,whoAreYou
1864,WUFSB9,tqq sir,3,greeting
1865,BH82M4,which airea located job,3,greeting
1866,ANF2WV,dont have vehicle,0,dontMeetRequirements
1867,TXFF2F,ok,1,greeting
1868,ALNG6H,hloo,4,whoAreYou
1869,DBV3OG,tq,0,notInterested
1870,90C51H,ok,3,whoAreYou
1871,QTW3M5,hi,0,whoAreYou
1872,B40NI9,thnx,3,location
1873,LD3NM4,i have driving licences llr,1,location
1874,1JJI6S,ledhu thechukunta,2,whoAreYou
1875,Q3DOFR,no,4,greeting
1876,DKQART,i dont have two wheeler license but own two wheeler so can i applied this jo,2,notInterested
1877,1AHU6C,ok,0,notInterested
1878,55PALT,ok i think my mistake why am chat you and finally am block sai ram,0,greeting
1879,VSW20M,ok,0,greeting
1880,PKBY3B,where is interview,5,location
1881,PRBW12,we dont have a interest,0,greeting
1882,LXFFKW,mere paas bike nhi h,1,location
1883,789O66,hello,4,whoAreYou
1884,NN20MV,get lost,2,dontMeetRequirements
1885,GAVZIO,hi,2,location
1886,2FCZJT,ok,3,whoAreYou
1887,STXBKL,i vl block u,3,greeting
1888,CN4ALS,edhi akada job,1,location
1889,WWP5NX,hi,0,dontMeetRequirements
1890,6M68U4,no,1,whoAreYou
1891,VQ3XAW,hii,4,greeting
1892,MFBMXI,hi,4,whoAreYou
1893,SWD7H6,i have lr only,3,whoAreYou
1894,W574OL,i have bike licence,0,notInterested
1895,WWAZ0A,hi,4,whoAreYou
1896,V44CQA,kkk,3,whoAreYou
1897,9QU67R,hi,3,greeting
1898,8GQCUO,hi,2,greeting
1899,HD0AEX,hi,4,whoAreYou
1900,O5GI27,hii,4,location
1901,RKNZ3H,but i dont have bike,1,greeting
1902,YBQMJ8,sorry i dont know to drive a 2wheeler bike,1,greeting
1903,L6107W,hiii,3,notInterested
1904,NUG29C,ohhkk,1,notInterested
1905,5RXLUS,hi,1,whoAreYou
1906,TLAAG3,sir i want to know my working location,4,greeting
1907,S6LU99,hi,4,whoAreYou
1908,HQ8MBP,l l,2,notInterested
1909,KW6TU8,learning i hv,5,notInterested
1910,3UNBKR,kidar he,0,location
1911,AF0026,hey,5,notInterested
1912,5PAXTK,i dont have pan card,4,greeting
1913,Z1PURC,get lost,4,greeting
1914,11JMAE,ok,5,whoAreYou
1915,PRNLV3,ll chapu,5,greeting
1916,9KLI2C,address,3,whoAreYou
1917,DSRBFA,ya i have,4,notInterested
